id	filename	md5	size	state
3047c97f-78f0-4454-bc10-77ab603df295	3047c97f-78f0-4454-bc10-77ab603df295.vep.vcf.gz	9bad8c85b6b801e64b860ee3e9fced79	2320827	live
f668fc27-d2f5-488b-904e-ec6de98fb813	02d43414-c8c9-42d3-8009-f9fb164dc8e0.htseq.counts.gz	6e0590a5208efaf22879032cecf10b88	253886	live
d2c0441f-b658-4a0f-aba5-5fb95603b2ce	d2c0441f-b658-4a0f-aba5-5fb95603b2ce.vcf.gz	2fc785691722dc9f8d7029c906d2eeba	220194	live
32d88534-26a5-4fb0-b8d4-2999a23e8ae3	COTES_p_TCGAaffxB8_9a_S_GenomeWideSNP_6_E12_293014.grch38.seg.txt	1e7bde36578bc43f0ecdadb3f12b1bf4	42819	live
13cfeb33-9043-4a44-bc78-bf7bf6b0f313	C484.TCGA-06-0238-10A-01D-1492-08.5_gdc_realn.bam	26385502f73cbd1258489114d62d471f	19835926457	live
36f19ecd-aff7-49f7-95d9-dc37048e5406	36f19ecd-aff7-49f7-95d9-dc37048e5406.vep.vcf.gz	ae0fdeb75873372ee1de8d6917e6795c	254852	live
4c836199-834a-4cc5-aa00-d58dd1e7210c	TRIBE_p_TCGAaffx_B1_2_GBM_Nsp_GenomeWideSNP_6_F10_155870.grch38.seg.txt	fb1b28276d3cd9dff01be6c1cfaeb0cb	31229	live
8b7c57fa-1d9d-44a4-bedd-132d10637f08	8b7c57fa-1d9d-44a4-bedd-132d10637f08.vcf	0ea9197fe55732b8e2ff50c68d035a5a	332365	live
7c4f289a-ea2f-450b-abb7-3c3f76059de8	7c4f289a-ea2f-450b-abb7-3c3f76059de8.vcf.gz	e30cc4a0b97c97c2092eb42b2de15f1e	445996	live
0be97ca4-863b-4e89-b7d7-8369ae224b73	0be97ca4-863b-4e89-b7d7-8369ae224b73.vcf	9d6e24e813a88a9021289ff22062aa2a	278669	live
10cf265b-7479-40c0-b66d-ff708a205167	MESNE_p_TCGAb_401_02_03_04_05_N_GenomeWideSNP_6_B11_1486876.grch38.seg.txt	6622f416a91dd160c16cad80d353b6b0	113059	live
a539a3dd-ed8c-48fa-8bcb-7ccfedea365e	a539a3dd-ed8c-48fa-8bcb-7ccfedea365e.vcf.gz	bf40a4a0ccea616c321b2e9b96445c26	51828	live
913cd685-64e1-4937-857a-4feb11892e75	913cd685-64e1-4937-857a-4feb11892e75.vep.vcf.gz	4b96378cad7f1e997fb234ebaa6173cf	277822	live
07b21ab7-9c14-4bf2-b692-3449e7c8daf0	b004e38d-f48c-49f9-a027-4a702fbaf107.htseq.counts.gz	ddf94dcd2b37abefc36b5d42753bc3bd	245536	live
70e52ffc-8795-4037-925d-1bfdb4d60a95	70e52ffc-8795-4037-925d-1bfdb4d60a95.vcf	65959fd2ed9b7848b1bfebe060596b4f	254111	live
e53617b0-f43a-430a-aee3-22734ff1805e	e53617b0-f43a-430a-aee3-22734ff1805e.vcf.gz	9b261c928159ed9f8fe216811fe202e6	105531	live
6a848707-7c8a-4d6d-b135-e4e913a00099	46dd5691-01d0-4fb7-a5d8-ca1adafc6197_gdc_realn_rehead.bam	19332d4647e9b60628b833b1c6ce58bf	6981191259	live
c8352f79-9051-4eb8-82ba-34ca5574e38d	C484.TCGA-08-0386-01A-01D-1492-08.5_gdc_realn.bam	7a1fe5b4ebb4a19f6894466d57306518	17939809144	live
8592f135-fa6d-4610-9bfb-df1949410421	8592f135-fa6d-4610-9bfb-df1949410421.vcf.gz	89517e8b3583f19c177ad53951e8be47	276988	live
7f153fd4-cacd-4f67-aacf-adac1e1c7ecd	3285279f-5b4e-41f2-b4fe-e261cb85e3de_gdc_realn_rehead.bam	95ae02e2ca74e4feca5e3deea04d68d7	12781397185	live
8120f08b-3cb1-4c57-b6bb-e85b9d363ff3	8120f08b-3cb1-4c57-b6bb-e85b9d363ff3.vcf.gz	7f345eeea9919c4191875c9b4473d9b6	137222	live
f5dfc8da-8e54-4bad-931f-1f8ff4536275	f5dfc8da-8e54-4bad-931f-1f8ff4536275.vcf.gz	c9fdbfe3e406f73d71d834963eadbe2b	40730	live
20a157f5-7594-4a30-ad02-72b772a090d1	20a157f5-7594-4a30-ad02-72b772a090d1.vcf.gz	1fa1cb1558d6f55e8a69e3b8695468c5	32269	live
4e9e87df-9942-4bf4-9ad9-6bbe3b7a79d7	4e9e87df-9942-4bf4-9ad9-6bbe3b7a79d7.vep.vcf.gz	315ddf734be7d65131ea3b5d037a4b5e	288800	live
65152526-de0f-4ef8-a155-4b2d292edffd	C484.TCGA-06-0195-10A-01D-1491-08.5_gdc_realn.bam	0f76a576604d70243d1f70b3efb53b5b	17918589841	live
8580acf7-ee4f-4d86-a938-3c47af26396e	8580acf7-ee4f-4d86-a938-3c47af26396e.vcf.gz	26d8165002ff41a68fb0b1360d7e1816	326578	live
00a6be9f-b79e-42e3-a811-025ab33477ce	00a6be9f-b79e-42e3-a811-025ab33477ce.vcf.gz	e12c22dbb41a6178567526c113c0616e	42771	live
40d776a2-6766-42c3-8025-ada0683c50ec	SHUNT_p_TCGA_sigwga_Affx_Sty_GenomeWideSNP_6_E03_228730.grch38.seg.txt	9dc62b37dd5bf0040fa76fcfacdd0d55	27542	live
cbcd7dc4-d284-4c84-b9fa-ee2355c71877	nationwidechildrens.org_clinical.TCGA-06-0876.xml	737e7036db9efdd2a3bab7105874bafe	63606	live
4beadaf0-bf14-47a6-a761-387a3a11da46	C484.TCGA-06-0156-01A-01D-1491-08.5_gdc_realn.bam	aeb4a60ca5023a718ddaa742c42c69d2	21873540262	live
ba4a10c4-b0ac-4885-b6f2-aa226a52bbb2	nationwidechildrens.org_biospecimen.TCGA-15-1446.xml	c0ed94540e7391710cfa44783efdf346	100521	live
3640610a-1240-44db-a6e5-36e7f7329edf	C484.TCGA-12-0688-10A-01D-1492-08.4_gdc_realn.bam	e30f1c4a7990951d4261e69b61ade5e5	21169646009	live
e4674202-f631-4708-b15d-72f187836c87	PULED_p_TCGA_130_157_N_GenomeWideSNP_6_C04_831754.nocnv_grch38.seg.txt	5e99df37eebd1716ea14f607ddc737ce	4754	live
8d361dc2-dbc1-4688-83b0-925e05134687	8d361dc2-dbc1-4688-83b0-925e05134687.vcf.gz	e03915c456252b1d11a17eba7de1c43b	70791	live
eea2b941-6909-4c2e-bdfb-2e006372b7ac	KHADI_p_TCGAb79_PlusRedos_SNP_N_GenomeWideSNP_6_H05_729890.nocnv_grch38.seg.txt	0c7c340c94798a913953240c5adba5ab	3254	live
6ad8202e-7969-4785-a003-742df29484d6	6ad8202e-7969-4785-a003-742df29484d6.vcf.gz	3b85087c0160ed2f620dee9ce945941f	42432	live
7f58b7ed-10c8-4b45-92ba-61aaa9904fe7	fe179a60-5e81-48c1-b437-7c38ed910ba8.htseq.counts.gz	f44556681df906eb9e3147990ba6fc64	255542	live
14e0ad62-431c-404c-b938-a96299281114	SALIC_p_TCGAb26_SNP_N_GenomeWideSNP_6_A07_571214.nocnv_grch38.seg.txt	b1c9ce52d4a3c056f15201e266be9a77	7260	live
56e47486-4d33-4fb1-9653-5a4043216e86	e87cfbaa-791e-4a6b-8ec8-28df636e7cdc.FPKM.txt.gz	d016f1a9e1c48284949b5dc5c44ac249	525791	live
af8212cc-7f98-4d82-8371-a3a81f66061e	FALLS_p_TCGAaffxB4_1_GenomeWideSNP_6_B06_190552.nocnv_grch38.seg.txt	aec2feccbac7c57d50ad928ac7b848aa	3857	live
3c216ad4-9693-49eb-a567-0610d15f81f3	C282.TCGA-12-0828-10A-01W.3_gdc_realn.bam	bbdf75b13f3f3683d66c71a8a9948bae	39476511935	live
7f34b252-94a4-4b5d-ab24-f6be8131ef74	7f34b252-94a4-4b5d-ab24-f6be8131ef74.vcf.gz	de8d1df017428c4b5414e2d8f85028c0	254053	live
d07ca035-8d7c-460d-9725-9b6956c86d4e	d07ca035-8d7c-460d-9725-9b6956c86d4e.vcf.gz	73f29ba32f9ec01807b96d1f877962d9	40823	live
3c6f357a-e3dd-49da-8e95-5d26ddb565ec	3c6f357a-e3dd-49da-8e95-5d26ddb565ec.vep.vcf.gz	0ab893e308050e27aa5048a06321859b	286009	live
0901d5f0-d85f-4aa5-adad-8831470edfda	WHERE_p_TCGA_GBMBatch16_SNP_S_GenomeWideSNP_6_A09_464762.nocnv_grch38.seg.txt	1fad4db732369d66807212ab821d374a	14768	live
5fd5686c-585b-41e9-976f-05c808ea3dc6	GLAZY_p_TCGA_B20_SNP_N_GenomeWideSNP_6_C12_517866.nocnv_grch38.seg.txt	23a830eb38faa77c289d571f09513ce3	3113	live
2bcf4cce-d2da-4dad-8869-cdd7ba6302e4	STAIR_p_TCGA_Batch7_Affx_N_GenomeWideSNP_6_D01_238426.nocnv_grch38.seg.txt	08dac0ecfc5ce07327e2495e973278c9	17637	live
19ad15ad-1d9b-4520-9644-9fea4c9b8f3c	SEXES_p_TCGA_b111_SNP_N_GenomeWideSNP_6_F05_780524.grch38.seg.txt	2c34b59df7948fdf975c634135ae2afb	55256	live
a8a7c376-c726-4680-943c-abede5fc4b68	a8a7c376-c726-4680-943c-abede5fc4b68.vep.vcf.gz	0c3f55f69fa10c5afe1437133a8e9a37	206164	live
18c3037f-e69d-45a5-8e96-0a9af7094a18	18c3037f-e69d-45a5-8e96-0a9af7094a18.vcf.gz	c47cce21f1499116dacaffc871109ad5	133480	live
348a3255-8c10-4211-a85e-c616562994ab	348a3255-8c10-4211-a85e-c616562994ab.vcf	53fa8b933348e21301465c470cb7391a	1784861	live
cc7c7d42-be02-445a-a85d-c7f5b24ec9f3	cc7c7d42-be02-445a-a85d-c7f5b24ec9f3.vcf.gz	c7383bd426929579f4b89de1aaaf24ad	176781	live
39e6011a-9aa4-4be1-ab86-615ce4f4f4c4	39e6011a-9aa4-4be1-ab86-615ce4f4f4c4.vep.vcf.gz	bf22f8691501e0b4c58c6d9070efca0d	761304	live
3f112656-0095-44da-8bdb-debb0518d393	COTES_p_TCGAaffxB8_9a_S_GenomeWideSNP_6_D02_292970.grch38.seg.txt	a68892915d810733d5298bd8d26cf1fc	26945	live
5cf93c9a-d0a1-4b21-8fb6-3d4841c9c80e	5cf93c9a-d0a1-4b21-8fb6-3d4841c9c80e.vcf	1752d578c8b12f77e1d712dfad85587d	230076	live
8f00c004-0f83-4e18-984d-77866dd2e8ba	8f00c004-0f83-4e18-984d-77866dd2e8ba.vep.vcf.gz	b6484ac156c2c279e5ef57eb9393d695	212212	live
3481cb59-e025-4bbb-80a8-11285a5bd8aa	19f1375f-51f2-4f4c-88fe-6fc84c37e5b6.FPKM-UQ.txt.gz	3b0288dfdc71ebd88d878f0277540061	533043	live
8abe31a1-de43-42b9-baba-584469e464eb	C484.TCGA-27-2518-10A-01D-1494-08.6_gdc_realn.bam	079700a4b2b71ebb880336c37928d2bb	19612485916	live
79806af2-94f3-4c17-a91e-c6333adcb02f	79806af2-94f3-4c17-a91e-c6333adcb02f.vep.vcf.gz	7d915dd76deff4032cef286cbe724aad	1060363	live
8d0da916-eab5-409e-8def-e1f9403dd8c2	ROOTY_p_TCGAb27and38_SNP_N_GenomeWideSNP_6_G11_584632.nocnv_grch38.seg.txt	58eb5f289c0b3af44cf8a36973aeb6b1	15120	live
45913f92-ba3a-405e-b686-1e1030fc97f5	45913f92-ba3a-405e-b686-1e1030fc97f5.vep.vcf.gz	3c4c0ca92146629e4e5c1f94413b2dda	2658435	live
9169f3b0-cba0-4c1e-af15-1500c1149b00	9169f3b0-cba0-4c1e-af15-1500c1149b00.vep.vcf.gz	8d0cd04a15dc1f71a5e637eae36b90c4	4848249	live
4b7dfd70-6a9a-4e56-9d94-58f805967d8a	4b7dfd70-6a9a-4e56-9d94-58f805967d8a.vcf	60f00b158964303123844cf2752c2d9f	271392	live
27ae57ef-b607-41cc-970f-d81b45525377	TRIBE_p_TCGAaffx_B1_2_GBM_Nsp_GenomeWideSNP_6_F05_155790.nocnv_grch38.seg.txt	32db037d774500f105b782b86ca21ef2	7809	live
cb3bfd12-b5a8-4f6c-b6c3-2824d812f983	nationwidechildrens.org_biospecimen.TCGA-14-1795.xml	966c9a0d07319bf5be0e356f712c74e3	94846	live
9f093956-33e2-4995-91f9-92aac84bbf0f	SEXES_p_TCGA_b111_SNP_N_GenomeWideSNP_6_G08_780506.nocnv_grch38.seg.txt	30a93e9abc5ea70748ea455d005b4054	4331	live
f031f6b0-8eea-46ae-b64e-480f5116da8b	f031f6b0-8eea-46ae-b64e-480f5116da8b.vep.vcf.gz	58500853863ea09064c2dc1d7de6adc5	721411	live
c6f85184-217b-40b0-9fa8-c0f2bdf851e1	c6f85184-217b-40b0-9fa8-c0f2bdf851e1.vcf.gz	03414435979c0d05c1c2a1a86ac2aa90	131715	live
71c71bb7-c7a1-450f-b7a8-56a492115668	C484.TCGA-28-2502-10A-01D-1494-08.6_gdc_realn.bam	8c417a9fe896edb414f552cdf9b90281	22358300203	live
23452a13-78cd-4fa7-a2ff-3eb16008c75a	nationwidechildrens.org_biospecimen.TCGA-06-1802.xml	f14eff1c0f527a340e38a7471e3745a5	88328	live
09046ee1-fc06-4f57-842a-ee1a75b6897d	09046ee1-fc06-4f57-842a-ee1a75b6897d.vcf	0a2c574da18741d1a38e650268fff22f	255432	live
48066d7d-5e48-4572-97f1-6deaf3f887c1	nationwidechildrens.org_clinical.TCGA-06-0167.xml	c2cf0478af498596af077944efede35b	34022	live
7ec93d77-d71a-4c3b-a657-423d406cb1bd	nationwidechildrens.org_biospecimen.TCGA-02-0106.xml	c4a97c22e8f408d11600242198f9a272	50842	live
84b3405a-c5ac-423b-a59f-995828b44ac9	84b3405a-c5ac-423b-a59f-995828b44ac9.vep.vcf.gz	7e8e27902e806d484aaae0d983a125df	133934	live
fe8d0f85-db2b-426a-a92d-a55d6b66e034	C484.TCGA-06-1804-01A-01D-1696-08.3_gdc_realn.bam	19e149346a6fb25fcf2de9e6a85f97a1	11900686131	live
68f7fd54-31fa-4c6c-a87a-7194baa62819	C282.TCGA-06-2558-01A-01W-0837-08.2_gdc_realn.bam	ba3ea6207e6ee01006b1b4e6784e9e2c	20772582738	live
1b31a24d-9281-4744-bb23-b13da2b6d2da	PULED_p_TCGA_130_157_N_GenomeWideSNP_6_E04_831834.grch38.seg.txt	87ac1d014402740b610ca649ce4f3882	62776	live
6249de5d-0788-4484-b0be-422e0a3a70ef	nationwidechildrens.org_biospecimen.TCGA-19-5960.xml	d0f9332d0dc0abeeaeea3cdbb2be9e38	63413	live
0ec5c242-72ae-47ce-b040-3cd8c0a23f55	PULED_p_TCGA_130_157_N_GenomeWideSNP_6_D12_831862.nocnv_grch38.seg.txt	7966f8cfdf83709dff436558e24827f5	12439	live
628792e2-4e0c-4b49-b6b1-af80d2b6dccf	21800024-cf76-4185-b57b-526539ccdba2.htseq.counts.gz	0c7ea2f1897a08aaca06071072b1577b	254920	live
9f42d02d-8097-44eb-80d3-0b1612e34b5d	9f42d02d-8097-44eb-80d3-0b1612e34b5d.vep.vcf.gz	acd0fd8f2917d797110b68e4a6d14bdf	92417	live
a832600d-e36f-4512-a8a8-ea7068673537	a832600d-e36f-4512-a8a8-ea7068673537.vep.vcf.gz	369bcd38220bd5340a9dff5d14f7325b	434899	live
b9a7f079-90cf-45b2-97dc-8cc27fa2bd0b	b9a7f079-90cf-45b2-97dc-8cc27fa2bd0b.vcf	03fa4a137a4bc01a421dd405869c183f	258568	live
cf040fcc-7478-4d84-bb2e-e87ca44c71ef	cf040fcc-7478-4d84-bb2e-e87ca44c71ef.vcf.gz	6852266bf223efbb3295d72cdeca68a7	31207	live
02f3b2da-68e7-4693-aec6-72edfbd2b815	C484.TCGA-26-5136-10A-01D-1486-08.8_gdc_realn.bam	ddf600c1edeb4ca5cb57f4fb7051da56	16609715086	live
52ac6f50-5d43-4f6b-b89e-c833ab79843a	52ac6f50-5d43-4f6b-b89e-c833ab79843a.vep.vcf.gz	75aa67373ef1ecf287df3a60697f89d8	422750	live
c7231da0-a059-434b-8b0a-450820c82b54	c7231da0-a059-434b-8b0a-450820c82b54.vep.vcf.gz	4f9c6d96c909b9088dfd532a5d98da97	262151	live
da99081e-7047-4bf5-b3b1-86aa8b25b9c3	jhu-usc.edu_GBM.HumanMethylation450.8.lvl-3.TCGA-76-6286-01A-11D-1844-05.gdc_hg38.txt	0bd8f4f5fd1e940e456f5b4331cbd8b0	141292138	live
3bb890a5-8a50-4890-8ca4-8c5435a7c18b	GLAZY_p_TCGA_B20_SNP_N_GenomeWideSNP_6_A06_517734.grch38.seg.txt	7c27c637c717481f1d01e11bcf97cdd1	63517	live
5b24d406-ced6-4379-a9fc-210aaa13d12e	SHUNT_p_TCGA_sigwga_Affx_Sty_GenomeWideSNP_6_D05_228760.nocnv_grch38.seg.txt	a0e3d670c2f061c15a88b1512d44db17	29034	live
fb3db736-3d0b-496f-a77d-60e0c4988207	fb3db736-3d0b-496f-a77d-60e0c4988207.vep.vcf.gz	ba83f2a669d035fd82bbd9b330fc6a22	323043	live
ca61a6b1-896f-40f8-989a-cef2aa9b8014	ca61a6b1-896f-40f8-989a-cef2aa9b8014.vep.vcf.gz	3450c666e6bae55f14d8a658afbdb58b	237503	live
33f46036-703a-4c03-92ff-d8216c70de53	PULED_p_TCGA_130_157_N_GenomeWideSNP_6_G06_831870.grch38.seg.txt	59d7cc452ffb496fcaaf2141a8a98bd6	54669	live
e632f4a5-08f9-4298-a1a0-fb154f13fccc	PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_D12_896088.nocnv_grch38.seg.txt	6d2be798ae5315b1451f6ec3fc80776a	9963	live
47f77223-f9d7-4fa8-bb74-f62808bfb715	47f77223-f9d7-4fa8-bb74-f62808bfb715.vcf	97797159f54340dc1c80b83b3b4cdc21	998224	live
873a4e74-cfb3-46ff-939d-22afa727fd6c	44ed61ae-e74e-40d7-98ce-7803e040567f.FPKM.txt.gz	82a43da3ebaef4e3bf29b00f76aa2d29	543668	live
727566fd-5ff1-44ec-9a78-b8e398769a42	nationwidechildrens.org_clinical.TCGA-02-0085.xml	394cb8c4e56f689ebb53beebad2dc9bd	30113	live
9c7c3e69-1846-4a68-a2e3-ed3f645c0dad	TOUSE_p_TCGAaffxB9_10a_N_GenomeWideSNP_6_F10_396966.grch38.seg.txt	d5c208bf9200008fdc715370558f39ea	37853	live
06e5e8ed-3f37-431d-be23-59196ec0c399	C282.TCGA-19-1791-10A-01W-0643-08.5_gdc_realn.bam	0c47f8163bc9eb9fbace351c9985b97c	12084268972	live
70732ce6-2ce7-4ea0-92f0-8a15032b64dc	746ed118-eb9f-43a5-bcda-872999ae7128.FPKM.txt.gz	9ab95c5a0ab5c2d048e294d024a19657	539598	live
ffff03a4-a8a4-449e-9202-bc9b64cfb2e4	KHADI_p_TCGAb79_PlusRedos_SNP_N_GenomeWideSNP_6_H03_729784.grch38.seg.txt	f080e5af723381dc29275f4e55d58b27	103898	live
c2901462-d1b7-4959-b0f3-b775cd62588b	c2901462-d1b7-4959-b0f3-b775cd62588b.vcf.gz	1fef515b639f616d155c76f9b7b43f14	507837	live
58164904-7afd-4ba0-8081-ec6c4f715c4d	SALIC_p_TCGAb26_SNP_N_GenomeWideSNP_6_B03_571268.nocnv_grch38.seg.txt	c33d85f59d6b036c9074ec91cf1c4772	4689	live
129e368a-e355-4346-833b-2c981a2c814e	C484.TCGA-19-A60I-10A-01D-A33W-08.1_gdc_realn.bam	6e5df44b31f0e65d4c77ffa29e2bcaf4	9208447820	live
481033c4-aa1e-464e-88fc-b202a1894d45	C484.TCGA-28-5213-10A-01D-1486-08.7_gdc_realn.bam	79776a886100e8da8f7ce7df1d8eb395	22729887351	live
43653cc6-dad6-431f-9ed4-f3433d04ec52	nationwidechildrens.org_biospecimen.TCGA-19-5956.xml	7fb81cea018bb197389cde3a7490041b	56029	live
f4c4832b-7457-4373-ae76-d65b5ecf4466	TRIBE_p_TCGAaffx_B1_2_GBM_Nsp_GenomeWideSNP_6_B09_155846.nocnv_grch38.seg.txt	ff83a097a9fff6d69d1d8c50b442e427	43623	live
f49aaca4-7d30-4db2-9c36-b535328c5223	nationwidechildrens.org_clinical.TCGA-26-6174.xml	99f4012e73b604a8424513c5a4b43ecc	28419	live
a100945c-3f28-4f96-98a8-60a4639394d9	a100945c-3f28-4f96-98a8-60a4639394d9.vep.vcf.gz	f6579a7c06a3ef5a447c1657b4a3ceca	510282	live
c9ae30e5-4834-46da-8836-b51a4abc1587	jhu-usc.edu_GBM.HumanMethylation27.7.lvl-3.TCGA-06-0125-01A-01D-0218-05.gdc_hg38.txt	987a7b1a41bb0c125a2300343984be47	9951501	live
55224a71-a882-45e4-898c-baee6cc1a35b	nationwidechildrens.org_biospecimen.TCGA-19-5954.xml	0d612facdb3a30dccb31075dd356a1fd	56027	live
6b107628-cc39-4a17-93c6-3a3169f7fddc	nationwidechildrens.org_clinical.TCGA-19-2621.xml	c3d89a673268723aabec22b7f178dfbd	17018	live
23ddc910-2185-4f5f-94a5-533cedb5b347	C282.TCGA-14-1823-01A-01W-0643-08.4_gdc_realn.bam	30e65bc17e8e9f1aaf4425c88abfd533	13638634594	live
0ce3d5f8-0c34-447d-8e9c-d052dae365cf	C484.TCGA-26-5132-10A-01D-1486-08.8_gdc_realn.bam	fa17d75ce0cf8e1d63b92e76523812d0	17346461042	live
3e7e20db-b8f5-4e4f-bab8-f99ff343fde2	3e7e20db-b8f5-4e4f-bab8-f99ff343fde2.vcf	b85e4dde01c7abb5881f2c903a95a06e	1779005	live
4337f833-ba59-4b14-afba-263350a47df3	4337f833-ba59-4b14-afba-263350a47df3.vcf.gz	54ff9f6de26a3d22ec07f120045381de	49438	live
0912607e-da5b-47c8-a0c0-f29138e69408	GLAZY_p_TCGA_B20_SNP_N_GenomeWideSNP_6_E02_517760.nocnv_grch38.seg.txt	f7efdcb071e13c5b2fd74d1c6601d550	12459	live
98bd793c-276a-47b9-ab94-5031eef80a91	98bd793c-276a-47b9-ab94-5031eef80a91.vcf.gz	a78515fa4c1e7a2cc86049db24643783	161323	live
14ea7010-218f-49ce-8738-08a7b2398306	BIKES_p_TCGAb62_SNP_N_GenomeWideSNP_6_B07_680712.nocnv_grch38.seg.txt	7f91f45b1ac3ffeee543616249ffbf68	5840	live
7c3bce38-d316-41f7-94b1-c51fdcfb32b9	jhu-usc.edu_GBM.HumanMethylation450.7.lvl-3.TCGA-19-5954-01A-11D-1697-05.gdc_hg38.txt	fcbdeb8e0cd3e7e0d58d0b6713ea0728	141293566	live
6c5dccbb-ef92-437d-9892-179cc4b8b5ff	PAGED_p_TCGA_182_OvGBM_SNP_N_GenomeWideSNP_6_C06_896078.grch38.seg.txt	5008eab9dcf3a03ae5f5b1c88507dfb2	50395	live
b81322bb-2138-4e31-a518-17e0c38aca5e	TOUSE_p_TCGAaffxB9_10a_N_GenomeWideSNP_6_G01_396954.nocnv_grch38.seg.txt	3bd5d832ab11c5bbb27171e9eacdd17e	4362	live
45570dcb-6805-41fc-bbc6-e497a2d1ac24	KHADI_p_TCGAb79_PlusRedos_SNP_N_GenomeWideSNP_6_C01_729940.nocnv_grch38.seg.txt	ec075ddc4cdec8b1a52c819f33ec8721	16869	live
bb6513c2-2ec9-4009-be7f-0bd0972ea806	C484.TCGA-06-A6S1-10A-01D-A33W-08.1_gdc_realn.bam	ee20d63ed4edbd8b6becc20847723dff	9047310872	live
beb71be0-c499-436a-b9c8-1eaed170fe96	beb71be0-c499-436a-b9c8-1eaed170fe96.vcf.gz	12223f4b7ff5716fc71931caac5f2287	282111	live
1dd1436d-290b-4e88-87b0-5df63911fd9a	1dd1436d-290b-4e88-87b0-5df63911fd9a.vcf.gz	7c4a6c00b8a7fe058152a992ddddb394	315524	live
6917ba4d-716b-4192-a616-a25ee8d0d692	jhu-usc.edu_GBM.HumanMethylation27.5.lvl-3.TCGA-19-1789-01A-01D-0595-05.gdc_hg38.txt	6a89fce4e576dbc7420128f4267531e1	9952581	live
282cbea5-1456-4b97-8da8-9a80112246a1	C484.TCGA-06-2561-01A-02D-1494-08.6_gdc_realn.bam	b64d84ea08075faba872b3db9b65e7c9	18720615849	live
17af6b1a-5923-4a60-b474-b0b6fe296cbe	SHUNT_p_TCGA_sigwga_Affx_Sty_GenomeWideSNP_6_H06_228784.nocnv_grch38.seg.txt	68e26ee8bd70e87051190a799236f7a0	31138	live
78b47567-e6f3-4eff-82e5-9aba3fbd877b	78b47567-e6f3-4eff-82e5-9aba3fbd877b.vep.vcf.gz	4fc5a25353f2ef7ca103c9dde0d118a6	130400	live
663ca87b-75dc-4696-9624-b78f0e3cde6a	TRIGS_p_TCGAaffxB5_sty_GenomeWideSNP_6_C07_223186.grch38.seg.txt	6f1f6f4fcf75c0898637deea51166133	58751	live
