,sampleid,sample.type,tumor.type,patientid,subtype,cancertype,tsne_0,tsne_1,tsne_2,umap_0,umap_1,umap_2
TCGA-05-4390-01,TCGA.05.4390.01A.02R.1755.07,01,LUAD,TCGA-05-4390,Proximal-proliferative,Lung adenocarcinoma,64.21351614860275,-6.636345029223655,6.046143167615535,4.4731189682973165,4.6948046108025,9.288211886811883
TCGA-05-4395-01,TCGA.05.4395.01A.01R.1206.07,01,LUAD,TCGA-05-4395,Proximal-proliferative,Lung adenocarcinoma,66.78149002893112,-5.008085433768919,4.856778576920278,4.405003408649131,4.769588971591148,9.36697230881258
TCGA-05-4396-01,TCGA.05.4396.01A.21R.1858.07,01,LUAD,TCGA-05-4396,Proximal-proliferative,Lung adenocarcinoma,61.99587108562821,-4.147188211277862,5.603918820918004,4.580100244715856,4.581997286442987,9.17111491219364
TCGA-05-4397-01,TCGA.05.4397.01A.01R.1206.07,01,LUAD,,,,67.08097116152801,-4.6166853704406705,5.892728198959857,4.470588182968727,4.701811098019474,9.29759358279125
TCGA-05-4398-01,TCGA.05.4398.01A.01R.1206.07,01,LUAD,TCGA-05-4398,Proximal-proliferative,Lung adenocarcinoma,62.85935348078366,-6.303824957971488,6.925733723657255,4.639572775595878,4.522218319800444,9.10949273497659
TCGA-05-4402-01,TCGA.05.4402.01A.01R.1206.07,01,LUAD,TCGA-05-4402,Terminal respiratory unit,Lung adenocarcinoma,63.27219595118281,-5.739314601361938,7.3584918548025104,4.621990434770821,4.541753967110664,9.132159227214052
TCGA-05-4403-01,TCGA.05.4403.01A.01R.1206.07,01,LUAD,TCGA-05-4403,Terminal respiratory unit,Lung adenocarcinoma,65.80268325482224,-5.086538401857256,5.1526767003427505,4.4569989073726966,4.715845740542606,9.311875844658173
TCGA-05-4405-01,TCGA.05.4405.01A.21R.1858.07,01,LUAD,TCGA-05-4405,Terminal respiratory unit,Lung adenocarcinoma,63.177567179955325,-5.397422027328781,7.245920372396781,4.633390041849086,4.530007827436854,9.119797946042793
TCGA-05-4410-01,TCGA.05.4410.01A.21R.1858.07,01,LUAD,TCGA-05-4410,Terminal respiratory unit,Lung adenocarcinoma,63.897848537310146,-5.609970989342034,7.718608823223727,4.653610117053252,4.5106486491239215,9.100766322033508
TCGA-05-4415-01,TCGA.05.4415.01A.22R.1858.07,01,LUAD,TCGA-05-4415,Proximal-proliferative,Lung adenocarcinoma,65.17599329412823,-5.599370609026411,6.681272576685829,4.568417582615926,4.5983605375434795,9.198820283267459
TCGA-05-4417-01,TCGA.05.4417.01A.22R.1858.07,01,LUAD,TCGA-05-4417,Proximal-proliferative,Lung adenocarcinoma,65.16223460958571,-5.852367091774937,7.125134539608613,4.5322431438990165,4.635567344464932,9.240967907191386
TCGA-05-4418-01,TCGA.05.4418.01A.01R.1206.07,01,LUAD,TCGA-05-4418,Proximal-proliferative,Lung adenocarcinoma,66.98483126746056,-5.238907481139919,4.343407379713458,4.409905364676929,4.764283639188785,9.361028484710465
TCGA-05-4420-01,TCGA.05.4420.01A.01R.1206.07,01,LUAD,TCGA-05-4420,Proximal-proliferative,Lung adenocarcinoma,63.29420605644809,-5.291326102097627,7.613467339608313,4.625942884950066,4.538003047659735,9.127894909879545
TCGA-05-4422-01,TCGA.05.4422.01A.01R.1206.07,01,LUAD,TCGA-05-4422,Proximal-proliferative,Lung adenocarcinoma,66.01051261136438,-5.172129995873313,4.110323863304114,4.445166766895984,4.726358086312361,9.322021864467667
TCGA-05-4424-01,TCGA.05.4424.01A.22R.1858.07,01,LUAD,TCGA-05-4424,Terminal respiratory unit,Lung adenocarcinoma,63.35681768577641,-5.2882331615303855,7.40654585523836,4.63843717084464,4.525166742340432,9.114972534315038
TCGA-05-4425-01,TCGA.05.4425.01A.01R.1755.07,01,LUAD,TCGA-05-4425,Proximal-proliferative,Lung adenocarcinoma,66.64905265088524,-4.784414867522927,5.594243453645465,4.426927668755705,4.74682954266767,9.343644571606095
TCGA-05-4426-01,TCGA.05.4426.01A.01R.1206.07,01,LUAD,TCGA-05-4426,Proximal-proliferative,Lung adenocarcinoma,64.20534003317874,-5.6925068093197435,7.188567237228063,4.5635643823094325,4.602700188098363,9.203867412837546
TCGA-05-4427-01,TCGA.05.4427.01A.21R.1858.07,01,LUAD,,,,63.23202130270904,-5.080741049136229,7.23335968841579,4.667229720368832,4.495822676886642,9.085116251803452
TCGA-05-4430-01,TCGA.05.4430.01A.02R.1206.07,01,LUAD,TCGA-05-4430,Terminal respiratory unit,Lung adenocarcinoma,66.8922995799191,-5.227368844287124,4.7534279717860795,4.408150510913723,4.767901273033766,9.36445251677157
TCGA-05-4432-01,TCGA.05.4432.01A.01R.1206.07,01,LUAD,TCGA-05-4432,Proximal-proliferative,Lung adenocarcinoma,65.82698147636964,-5.186522189746557,4.853070540923079,4.461007235416189,4.712279578885946,9.30753184338527
TCGA-05-4433-01,TCGA.05.4433.01A.22R.1858.07,01,LUAD,TCGA-05-4433,Terminal respiratory unit,Lung adenocarcinoma,65.25257621882947,-5.637793763744571,6.542109353671011,4.576510572680376,4.592239428060005,9.249104805031306
TCGA-05-4434-01,TCGA.05.4434.01A.01R.1206.07,01,LUAD,,,,66.30332154069758,-4.664930708471648,4.871886928679136,4.475538537026823,4.6960650293327895,9.291972700173579
TCGA-05-5420-01,TCGA.05.5420.01A.01R.1628.07,01,LUAD,TCGA-05-5420,Proximal-proliferative,Lung adenocarcinoma,65.10771411099212,-5.445330491173077,6.2342212460919715,4.469894953049191,4.698793023594421,9.298596099855416
TCGA-05-5423-01,TCGA.05.5423.01A.01R.1628.07,01,LUAD,TCGA-05-5423,Terminal respiratory unit,Lung adenocarcinoma,64.96001444964497,-4.36450234273052,5.585153423544715,4.44434715387008,4.723942127627818,9.31862842124075
TCGA-05-5425-01,TCGA.05.5425.01A.02R.1628.07,01,LUAD,,,,65.91750339998686,-6.724646076957878,5.651667715128124,4.509689448182296,4.661866540005269,9.258814269879055
TCGA-05-5428-01,TCGA.05.5428.01A.01R.1628.07,01,LUAD,TCGA-05-5428,Proximal-proliferative,Lung adenocarcinoma,67.10828780847459,-6.302412556884354,6.008903348409979,4.448967409227117,4.724539072551966,9.321021376298464
TCGA-05-5429-01,TCGA.05.5429.01A.01R.1628.07,01,LUAD,TCGA-05-5429,Proximal-proliferative,Lung adenocarcinoma,64.74491407372636,-6.589911625358537,6.1025983422331525,4.4738036899685305,4.696380587440148,9.291789393805777
TCGA-05-5715-01,TCGA.05.5715.01A.01R.1628.07,01,LUAD,TCGA-05-5715,Terminal respiratory unit,Lung adenocarcinoma,66.35333566230665,-4.055935195080808,6.048346276052987,4.460703006343571,4.709967610082021,9.305269430860516
TCGA-06-0125-01,TCGA.06.0125.01A.01R.1849.01,01,GBM,TCGA-06-0125,IDH wild-type,Glioma,66.22133709042774,-5.791665637449987,5.881637873038641,4.42314871070577,4.750166886799931,9.348141139885518
TCGA-06-0125-02,TCGA.06.0125.02A.11R.2005.01,02,GBM,TCGA-06-0125,IDH wild-type,Glioma,66.44303894239843,-4.245188977175298,5.234398098649156,4.421221087368157,4.752574676436878,9.349029686160554
TCGA-06-0129-01,TCGA.06.0129.01A.01R.1849.01,01,GBM,TCGA-06-0129,TP53 mutations,Glioma,65.41033889208718,-5.054483431287702,4.926038247904803,4.485797412441651,4.6816536417821615,9.27569095124504
TCGA-06-0130-01,TCGA.06.0130.01A.01R.1849.01,01,GBM,TCGA-06-0130,IDH wild-type,Glioma,64.08144365972716,-5.29192057971092,6.788655408847302,4.586943335194899,4.578126768560237,9.175497082121247
TCGA-06-0132-01,TCGA.06.0132.01A.02R.1849.01,01,GBM,TCGA-06-0132,some upregulate TERT,Glioma,62.9748668737118,-5.776836989011855,6.4580774619449315,4.49397058666743,4.666619848728909,9.25538066826076
TCGA-06-0138-01,TCGA.06.0138.01A.02R.1849.01,01,GBM,TCGA-06-0138,IDH wild-type,Glioma,63.78242629531051,-5.530686301360383,7.544003958338228,4.609858083735625,4.555017534008101,9.151082087967458
TCGA-06-0141-01,TCGA.06.0141.01A.01R.1849.01,01,GBM,TCGA-06-0141,IDH wild-type,Glioma,66.42677342124136,-6.1504188032848415,5.427827889224295,4.458747268726735,4.716141298974443,9.312171026401463
TCGA-06-0152-02,TCGA.06.0152.02A.01R.2005.01,02,GBM,TCGA-06-0152,IDH wild-type,Glioma,63.05343900160276,-4.958885427075435,7.041984838812088,4.62052418499583,4.542882226693521,9.132308871986911
TCGA-06-0156-01,TCGA.06.0156.01A.03R.1849.01,01,GBM,TCGA-06-0156,IDH wild-type,Glioma,63.09643592178361,-5.517223554146717,6.858240679895686,4.659854053614809,4.5031799960353585,9.092934370678355
TCGA-06-0157-01,TCGA.06.0157.01A.01R.1849.01,01,GBM,TCGA-06-0157,IDH wild-type,Glioma,65.73278858210912,-5.713438572567822,6.335677331523907,4.4693909602551045,4.702259902738151,9.303226450560073
TCGA-06-0158-01,TCGA.06.0158.01A.01R.1849.01,01,GBM,TCGA-06-0158,IDH wild-type,Glioma,66.17515731527861,-4.695141328882687,5.240887068630081,4.449558437648653,4.724298765071903,9.320393531384315
TCGA-06-0168-01,TCGA.06.0168.01A.01R.1849.01,01,GBM,TCGA-06-0168,IDH wild-type,Glioma,67.22412702147706,-4.912823452468449,6.249344576156631,4.455120967734691,4.717657206804869,9.313748152795762
TCGA-06-0171-02,TCGA.06.0171.02A.11R.2005.01,02,GBM,TCGA-06-0171,IDH wild-type,Glioma,66.84744966455268,-4.895480280613538,4.796096046879562,4.424709421655047,4.7494201836936725,9.345956975926914
TCGA-06-0174-01,TCGA.06.0174.01A.01R.1849.01,01,GBM,TCGA-06-0174,most upregulate TERT,Glioma,64.4001310526134,-5.0269730091953795,5.231100336023816,4.515295546255145,4.6457945374542176,9.237821016876374
TCGA-06-0178-01,TCGA.06.0178.01A.01R.1849.01,01,GBM,TCGA-06-0178,IDH wild-type,Glioma,64.05223890194624,-6.818579486046529,6.011549814361379,4.567130751319244,4.598977921015298,9.192031255343654
TCGA-06-0184-01,TCGA.06.0184.01A.01R.1849.01,01,GBM,TCGA-06-0184,IDH wild-type,Glioma,66.41373735547955,-5.893379506794701,4.919304694960956,4.4289871244936165,4.747801218745929,9.343750204651489
TCGA-06-0187-01,TCGA.06.0187.01A.01R.1849.01,01,GBM,TCGA-06-0187,IDH wild-type,Glioma,62.64781189850737,-6.2398748142179175,7.80785627438662,4.616649449585386,4.546842559000548,9.137008966049379
TCGA-06-0190-01,TCGA.06.0190.01A.01R.1849.01,01,GBM,TCGA-06-0190,IDH wild-type,Glioma,64.87252196595455,-5.029184287883695,4.948099159368248,4.52501161436444,4.637871235230883,9.2297473259699
TCGA-06-0190-02,TCGA.06.0190.02A.01R.2005.01,02,GBM,TCGA-06-0190,IDH wild-type,Glioma,64.73268393926138,-6.144078592292627,7.158952408108867,4.552956271884324,4.614068496065753,9.213471100136932
TCGA-06-0210-01,TCGA.06.0210.01A.01R.1849.01,01,GBM,TCGA-06-0210,IDH wild-type,Glioma,62.96379477037799,-5.932121869177042,6.941185007203198,4.612853923268715,4.550632650147307,9.140720652529508
TCGA-06-0210-02,TCGA.06.0210.02A.01R.2005.01,02,GBM,TCGA-06-0210,IDH wild-type,Glioma,66.23169524725668,-6.532292060884288,6.379295805527363,4.465130614077525,4.7073285541852945,9.30334895126254
TCGA-06-0211-01,TCGA.06.0211.01B.01R.1849.01,01,GBM,TCGA-06-0211,IDH wild-type,Glioma,62.91775977379775,-6.1616547184303565,6.994278795394974,4.6159993631936045,4.5474587720520585,9.137200190834426
TCGA-06-0211-02,TCGA.06.0211.02A.02R.2005.01,02,GBM,TCGA-06-0211,IDH wild-type,Glioma,63.10938443227817,-5.148816840459509,7.10153766604715,4.598341664488206,4.564921810838921,9.154357626322891
TCGA-06-0219-01,TCGA.06.0219.01A.01R.1849.01,01,GBM,TCGA-06-0219,IDH wild-type,Glioma,66.2228046187657,-5.98921079656609,6.115192036768684,4.465402635534243,4.707265768192388,9.304760995653213
TCGA-06-0221-02,TCGA.06.0221.02A.11R.2005.01,02,GBM,,,,62.95564365597749,-6.753762406834447,7.646721470459571,4.640134697076354,4.519637326435873,9.106239848106389
TCGA-06-0238-01,TCGA.06.0238.01A.02R.1849.01,01,GBM,TCGA-06-0238,most upregulate TERT,Glioma,66.14033397266847,-6.288810414247088,6.028762474062516,4.479007629452926,4.69311355948158,9.293862571001053
TCGA-06-0644-01,TCGA.06.0644.01A.02R.1849.01,01,GBM,TCGA-06-0644,IDH wild-type,Glioma,65.9178988138163,-6.092216206743015,5.832773154242971,4.484252678575679,4.700638577065341,9.318670576018567
TCGA-06-0645-01,TCGA.06.0645.01A.01R.1849.01,01,GBM,TCGA-06-0645,IDH wild-type,Glioma,10.489805871915127,0.8755109931285926,34.98607309209599,-0.7388416823256183,-0.361164768531669,-5.113127182995468
TCGA-06-0646-01,TCGA.06.0646.01A.01R.1849.01,01,GBM,TCGA-06-0646,IDH wild-type,Glioma,62.89097187022835,-6.376234352927334,7.3929302159129255,4.651436070547488,4.51141018490551,9.100587060392487
TCGA-06-0649-01,TCGA.06.0649.01B.01R.1849.01,01,GBM,TCGA-06-0649,IDH wild-type,Glioma,64.17698552126352,-5.286463675065065,6.8738588664096,4.575594783107649,4.590368623733061,9.190061021177119
TCGA-06-0675-11,TCGA.06.0675.11A.32R.A36H.07,11,GBM,,,,61.99196573494704,-4.142624724175364,5.599582337825984,4.578949817810112,4.583685053143574,9.174731688240282
TCGA-06-0678-11,TCGA.06.0678.11A.32R.A36H.07,11,GBM,,,,63.401622626409605,-5.324028861514695,8.11071929769999,4.637556656823554,4.526480823508525,9.116938148820726
TCGA-06-0680-11,TCGA.06.0680.11A.32R.A36H.07,11,GBM,,,,65.74490550170083,-5.1376592448004565,6.620201961242834,4.483204364598114,4.687408437649896,9.287614900788881
TCGA-06-0681-11,TCGA.06.0681.11A.41R.A36H.07,11,GBM,,,,-21.075459860094664,0.5133052760794872,-17.218970231214886,4.81492350872934,1.4085706503453055,1.9683857737464945
TCGA-06-0686-01,TCGA.06.0686.01A.01R.1849.01,01,GBM,TCGA-06-0686,most upregulate TERT,Glioma,-21.19171921740962,3.8368565818900775,-21.77001657170702,5.148342719117621,1.5885994612020815,1.5995749227133542
TCGA-06-0743-01,TCGA.06.0743.01A.01R.1849.01,01,GBM,TCGA-06-0743,IDH wild-type,Glioma,-20.870043755682186,1.1479354234988801,-21.94057533795155,5.0666573543729445,1.6675338109447873,1.5565857175625617
TCGA-06-0744-01,TCGA.06.0744.01A.01R.1849.01,01,GBM,TCGA-06-0744,IDH wild-type,Glioma,-14.882976104346783,-4.329303888627665,-16.674756062423835,3.770701590461844,2.0384609927435346,1.7786515378291812
TCGA-06-0745-01,TCGA.06.0745.01A.01R.1849.01,01,GBM,TCGA-06-0745,IDH wild-type,Glioma,-17.313753011587533,2.500364969446218,-16.672153181209403,4.351479084327637,1.7031403115614794,1.8792864958530289
TCGA-06-0747-01,TCGA.06.0747.01A.01R.1849.01,01,GBM,TCGA-06-0747,IDH wild-type,Glioma,-24.896008179040983,6.40899935045925,-15.993760671127202,5.124169562636752,1.2946714549395901,1.8490232023689956
TCGA-06-0749-01,TCGA.06.0749.01A.01R.1849.01,01,GBM,TCGA-06-0749,IDH wild-type,Glioma,-21.984150408944092,6.320950461082596,-19.180127489215828,5.063824579721032,1.5003084905630255,1.7489659887257107
TCGA-06-0750-01,TCGA.06.0750.01A.01R.1849.01,01,GBM,TCGA-06-0750,IDH wild-type,Glioma,-23.510025607792404,2.346283781381587,-16.371148768780756,4.806454989784167,1.3189390952900446,2.071724818157225
TCGA-06-0878-01,TCGA.06.0878.01A.01R.1849.01,01,GBM,TCGA-06-0878,IDH wild-type,Glioma,-17.992984725904975,0.3232069567682229,-20.19745916376079,4.594542079035973,1.8258436995338045,1.5923614878006334
TCGA-06-0882-01,TCGA.06.0882.01A.01R.1849.01,01,GBM,TCGA-06-0882,IDH wild-type,Glioma,-14.6653230754888,1.9535386035189897,-15.254836809890513,4.038181110961677,1.7545115894332297,1.9332069144475006
TCGA-06-1804-01,TCGA.06.1804.01A.01R.1849.01,01,GBM,TCGA-06-1804,IDH wild-type,Glioma,-24.644210202595218,5.643975910029129,-21.50799261133698,5.197200556281009,1.429060963710126,1.7337739756632562
TCGA-06-2557-01,TCGA.06.2557.01A.01R.1849.01,01,GBM,TCGA-06-2557,IDH wild-type,Glioma,-21.120448574422017,1.3046686636932976,-21.507529915815603,5.01397105103487,1.7353694192000784,1.4810034342321567
TCGA-06-2558-01,TCGA.06.2558.01A.01R.1849.01,01,GBM,TCGA-06-2558,most upregulate TERT,Glioma,-13.125706216042039,-1.564637917681611,-11.886652043260263,3.54919814787623,1.821449246006487,2.099053916458809
TCGA-06-2559-01,TCGA.06.2559.01A.01R.1849.01,01,GBM,TCGA-06-2559,most upregulate TERT,Glioma,-19.248520527208225,0.32323297493070563,-22.3366244538302,4.991781223824439,1.8019307555013735,1.3737941126415891
TCGA-06-2561-01,TCGA.06.2561.01A.02R.1849.01,01,GBM,TCGA-06-2561,IDH wild-type,Glioma,-23.322564500888504,4.801458081055539,-22.065748259343213,5.199665195025184,1.5160477837280972,1.637385276452662
TCGA-06-2562-01,TCGA.06.2562.01A.01R.1849.01,01,GBM,TCGA-06-2562,IDH wild-type,Glioma,-14.9109908939627,-1.7275553806659267,-14.173767381918534,3.754728757599437,1.8728203138435366,1.9097680131731016
TCGA-06-2563-01,TCGA.06.2563.01A.01R.1849.01,01,GBM,TCGA-06-2563,IDH wild-type,Glioma,-14.01735079472644,-3.0828240594748024,-12.418880542700462,3.6211834989101126,1.8747485890256856,2.018352417779962
TCGA-06-2564-01,TCGA.06.2564.01A.01R.1849.01,01,GBM,TCGA-06-2564,IDH wild-type,Glioma,-20.73962978681856,-0.4263108574363085,-24.058604269885567,5.0279653233419115,1.846827704071111,1.324310633217685
TCGA-06-2565-01,TCGA.06.2565.01A.01R.1849.01,01,GBM,TCGA-06-2565,IDH wild-type,Glioma,-14.99999142874511,-1.1870573493607421,-10.817218944477375,3.7632223164295864,1.7769302382052394,2.046172445591565
TCGA-06-2567-01,TCGA.06.2567.01A.01R.1849.01,01,GBM,TCGA-06-2567,IDH wild-type,Glioma,-13.333935520222477,-3.0820172885585024,-9.756686582254886,3.383579671081959,1.8481972048202826,2.1730149960776086
TCGA-06-2569-01,TCGA.06.2569.01A.01R.1849.01,01,GBM,TCGA-06-2569,IDH wild-type,Glioma,-23.18767961386514,6.000509449938659,-19.513864062462517,5.143718724182844,1.4070329595593432,1.772559263533546
TCGA-06-2570-01,TCGA.06.2570.01A.01R.1849.01,01,GBM,TCGA-06-2570,most upregulate TERT,Glioma,-18.683079891090696,0.8986451890921223,-22.71223991347528,4.969434061109172,1.83912526865393,1.376871630658386
TCGA-06-5408-01,TCGA.06.5408.01A.01R.1849.01,01,GBM,TCGA-06-5408,IDH wild-type,Glioma,-19.351789482927458,26.61991433858786,6.444325749197799,-2.4581572591031926,-5.584418918880377,3.372136788790882
TCGA-06-5410-01,TCGA.06.5410.01A.01R.1849.01,01,GBM,TCGA-06-5410,IDH wild-type,Glioma,-19.834879747208088,5.68113454491089,-17.573837906067816,4.885031691281008,1.5564753447751873,1.8018714144350791
TCGA-06-5411-01,TCGA.06.5411.01A.01R.1849.01,01,GBM,TCGA-06-5411,some upregulate TERT,Glioma,-24.909351188217546,5.464738345967064,-23.48813640378964,5.338492293947336,1.331983875741615,1.7990990684853168
TCGA-06-5412-01,TCGA.06.5412.01A.01R.1849.01,01,GBM,TCGA-06-5412,IDH wild-type,Glioma,8.878943493718607,0.024873502045572163,36.3662004813017,-0.8217577565533066,-0.4344075421865704,-5.2228092845032865
TCGA-06-5413-01,TCGA.06.5413.01A.01R.1849.01,01,GBM,TCGA-06-5413,IDH wild-type,Glioma,11.57333713067362,19.595856316782744,22.31524031884491,0.8999027342588278,1.0705831645236985,-3.9453970088310846
TCGA-06-5414-01,TCGA.06.5414.01A.01R.1849.01,01,GBM,TCGA-06-5414,IDH wild-type,Glioma,-18.589374675545276,2.409873999549862,-16.799064929478046,4.601483823156268,1.6181939043130658,1.8620328437349856
TCGA-06-5415-01,TCGA.06.5415.01A.01R.1849.01,01,GBM,TCGA-06-5415,IDH wild-type,Glioma,-10.531973930433256,-5.965640178499716,20.093161850644364,0.14392087583113267,2.889417421988965,1.9814336391866
TCGA-06-5416-01,TCGA.06.5416.01A.01R.1849.01,01,GBM,TCGA-06-5416,most upregulate TERT,Glioma,-14.182168338359237,-6.234752822316793,-9.145682921403631,1.176894580792191,3.050122530979237,2.521572823226312
TCGA-06-5417-01,TCGA.06.5417.01A.01R.1849.01,01,GBM,TCGA-06-5417,TP53 mutations,Glioma,-14.339616323770162,-6.036207878840113,-10.346315290068016,3.0536292032446943,2.1158466976111785,2.4115787297618954
TCGA-06-5418-01,TCGA.06.5418.01A.01R.1849.01,01,GBM,TCGA-06-5418,IDH wild-type,Glioma,-2.700680954417547,-6.308861892164013,1.7037056297186135,2.009648466486893,2.601983200563125,1.7693827975357106
TCGA-06-5856-01,TCGA.06.5856.01A.01R.1849.01,01,GBM,TCGA-06-5856,IDH wild-type,Glioma,-2.271760805913598,-10.266684715667145,14.327012536251733,0.9504640028406969,3.4155941400833916,1.9518045701254758
TCGA-06-5858-01,TCGA.06.5858.01A.01R.1849.01,01,GBM,TCGA-06-5858,IDH wild-type,Glioma,11.555103949393644,19.61307064879828,22.317972133985393,0.9042047178342467,1.0522737631553871,-3.9892674524169944
TCGA-06-5859-01,TCGA.06.5859.01A.01R.1849.01,01,GBM,TCGA-06-5859,IDH wild-type,Glioma,-17.32521963114766,2.9292260494706235,-17.685746190067885,4.681714090860426,1.6923081767264225,1.7486366615040652
TCGA-06-AABW-11,TCGA.06.AABW.11A.31R.A36H.07,11,GBM,,,,10.850521539871993,0.0856776831817966,37.48267349623368,-0.8591749673287186,-0.37220813860310004,-5.282633021050598
TCGA-08-0386-01,TCGA.08.0386.01A.01R.1849.01,01,GBM,TCGA-08-0386,IDH wild-type,Glioma,-18.165670125179535,2.115113572716654,-23.00693369115276,5.0147270082056155,1.7495736991467397,1.4123195770585468
TCGA-09-0364-01,TCGA.09.0364.01A.02R.1564.13,01,OV,TCGA-09-0364,Proliferative,Ovarian,11.588708407118782,19.61524122071911,22.346913522018856,0.9201952918079125,1.051667877107861,-4.001958858075141
TCGA-09-0366-01,TCGA.09.0366.01A.01R.1564.13,01,OV,TCGA-09-0366,Immunoreactive,Ovarian,-19.9974935957188,2.804944140098472,-16.34592192708142,4.674212514690796,1.4912033949241865,1.9652559057982357
TCGA-09-0367-01,TCGA.09.0367.01A.01R.1564.13,01,OV,TCGA-09-0367,Differentiated,Ovarian,11.49556044120592,19.609289617559956,22.320335782620756,0.896597286498287,1.0663882070441488,-3.9285239983730627
TCGA-09-0369-01,TCGA.09.0369.01A.01R.1564.13,01,OV,TCGA-09-0369,Proliferative,Ovarian,-22.841734232862112,1.6085911472681071,-13.322812534230827,4.7332563344286696,1.3982284401415037,2.0250659636384314
TCGA-09-1659-01,TCGA.09.1659.01B.01R.1564.13,01,OV,TCGA-09-1659,Differentiated,Ovarian,-19.299580696797946,1.5858464041248963,-16.881040908503877,4.662271737567206,1.5607505410624307,1.8971277051999298
TCGA-09-1662-01,TCGA.09.1662.01A.01R.1566.13,01,OV,TCGA-09-1662,Differentiated,Ovarian,9.616727932240337,-9.414134467942329,-0.619355906916048,1.0793495749084432,1.289697027581801,3.6586579657917557
